pk,sk,assigned_cohort,fee,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,from_where_did_you_hear_about_us,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,relation_id,reward_awarded_date,completion_date,withdraw_reason,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,team_creator,send_for_approval_mechanism_t_c,please_identify_your_student_status,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship1,i_will_be_available_from79_pm_ist730930_am_cst_for_meetings_onc,from_which_medium_did_you_hear_about_the_internship,why_do_you_want_to_apply_for_this_internship,withdraw_date,created_at,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#0000000010RWF9P3RMMJ54RDXE,,,1020,1692796822296,1,,unpaid,TRUE,1692796822340,2023-08-23T13:20:08.586Z,social Media,Accepted by automation,,,,BOTI9K4,,,,,,,,,,,,,,,,,,1692796808587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010S9C14BJBMB94TG1S,,,1020,1746520677263,1,,unpaid,,1746520677385,2025-05-06T08:36:08.926Z,Saint Louis University,This is an auto approved opportunity,,,,BW3H4M4,,,,,fcb,TOJHCYU,123456,TRUE,,automatic,,,,,,,,1746520568926,,WorkItem#0000000010411B8D56E6SNE6M6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#4e833f6f-32da-41ba-9f41-66cef6d36d31,Learner#000000000GYQW7PKAWF2FXJ75G,B161629,,1070,,0,,unpaid,,,2023-01-24T18:30:10.872Z,,,,,,B161629,96S66T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010RY9MP0M2A7ED6ASY,,,1010,,5,,unpaid,,1747636608123,2025-05-19T06:36:48.123Z,Illinois Institute of Technology,,,,,BZ1PMTJ,,,,,,,,TRUE,,,,,,,,Learning,,1747636608123,https://sites.google.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010XVBYPDWZ2YA5ASE8,B99G0XZ,,1070,1696423934758,0,,unpaid,,1696423937133,2023-10-04T12:46:50.806Z,Social Media,Accepted by automation,,,,B99G0XZ,,,,,Team Compete 1696423592703,TZ06SCL,111111,TRUE,,automatic,,,,,,,,1696423610807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#88454326-a05b-4a26-9abf-3ab95689955d,Learner#0000000010616TJNPGZ7FR767Q,BNBNCYR,,1070,2023-03-30T12:37:52.747Z,0,,unpaid,,1680179872782,2023-03-30T12:37:04.233Z,Social Media,LGTM,,,,BNBNCYR,,,,,,,,TRUE,,,,,,,,I do have relevant skills and I wanted to work as a project manager,,1680179824233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#72d530e5-edca-40e6-b47f-1c1ddf06b4bf,Learner#000000000GYQW7PKAWF2FXJ75G,B161629,,1070,,0,,unpaid,,,2023-01-10T13:41:32.308Z,,,,,,B161629,S4X8SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#79bac6f6-bee2-4169-a792-fff5b29c5b12,Learner#000000000GYQW7PKAWF2FXJ75G,B161629,,1050,2023-03-01T10:44:11.893Z,0,,unpaid,,1677667452031,2023-03-01T09:04:15.271Z,,Testing,,,,B161629,,,,,,,,,,,,,,,,,,1677661455271,,,,,,1677677019193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#99e64548-2cf0-428a-a106-38e854034a19,Learner#0000000010616TJNPGZ7FR767Q,BAC1W5V,,1070,2023-03-29T05:39:27.387Z,0,,unpaid,,1680068368656,2023-03-29T05:37:03.824Z,Google Search,LGTM,,,BNBNCYR,BAC1W5V,,,,,,,,TRUE,,,,,,,,I do have relevant skills and I wanted to work as a project manager,,1680068223825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000104FTVBVGXN1KABCJ4,,0,,,,,,,1775456220770,,,,Career,,,,,,,,,,,,,,,,,,,,,1775456220770,,WorkItem#0000000010MA9EMEM7XC9YGP67,,,,,"{'""serial_number'"":'""0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#c86f0318-f6be-46a1-8028-b91b71d1ff91,Learner#0000000010RY9MP0M2A7ED6ASY,,,1010,,5,,unpaid,,1747732077853,2025-05-20T09:07:57.853Z,Saint Louis University,,,,,BZ1PMTJ,,,,,,,yes yes yes,TRUE,,,,,,,,yes yes yes,,1747732077853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#a4809839-e24b-4817-ac33-05ffdbbf3abd,Learner#0000000010N2GNPZB65RQRJJ22,,,1020,1769705365384,100,,unpaid,,1769705365419,2026-01-29T16:48:15.047Z,Social Media,Strong application,,,,BUQQEV6,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.Applying from cypress automation testing.,,1769705295047,,WorkItem#0000000010H92YQXTVPEX07YZD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#2bfd744c-da35-4991-9e7e-607f544ba80e,Learner#000000000GZGGP7MHN0AX79GAV,B526432,,1080,,0,,unpaid,TRUE,,2023-01-27T18:26:25.009Z,Social Media,,,,,B526432,3P7E86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#38ff2100-fcc5-4435-aac9-e052344bc74e,Learner#000000000GZAETZA5Q0790HKA7,,,1010,,0,,unpaid,,1680586627170,2023-04-04T05:37:07.170Z,Social Media,,,,,B431479,,,,,teaming up,T6UH6J0,,TRUE,,automatic,,,,,,,,1680586627170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#e01404cf-75a3-4836-ad58-808a32d59c3e,Learner#000000000GYQW7PKAWF2FXJ75G,B161629,0,1030,,0,,unpaid,,,2022-06-22T14:31:08.748Z,,,Competition,,,B161629,DEPRHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#000000000GZAETZA5Q0790HKA7,,,1020,1682344854930,0,,unpaid,,1682344860949,2023-04-24T08:35:25.507Z,GlobalShala Website,This is an auto approved opportunity,,,,B431479,,,,,Team1,T8U2E96,12345,TRUE,,automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#000000001047JZE8ZBTHK2BTZG,BUA7LKJ,,1070,1744259706330,0,,unpaid,,1744259706922,2025-04-10T04:34:10.889Z,Illinois Institute of Technology,aa,,,BCNBS5L,BUA7LKJ,,,,,,,,TRUE,,,,,,,,Learning,,1744259650889,,WorkItem#0000000010B41W3A75WJ57MMMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#8864966a-0b3a-4e52-9a79-e024562a6d02,Learner#0000000010HYKQ8GRNW65NMKSS,,,1030,1714217249452,1,,unpaid,,1714217249493,2024-04-25T10:09:12.510Z,GlobalShala Website,Rejecting,,,,BCN6BZM,,,,,,,khaDC,TRUE,,,,,,,,,,1714039752510,,WorkItem#000000001026CGMBE1M36DZ8NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#55413164-e880-419d-8b3d-9ebe12c88cd7,Learner#0000000010JCMANGKGMTJGBTFA,BMPQCY0,,1070,1697528820687,0,,unpaid,,1697528820736,2023-10-17T07:47:00.399Z,Illinois Institute of Technology,This is an auto approved opportunity,,,,BMPQCY0,,,,,,,,TRUE,,,,,,,,df,,1697528820399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#3cacb4d5-6e17-48b2-b7a1-09b91462bc6f,Learner#0000000010RY1QAS7FC9WYAYWG,BRZQ37B,,1120,1689317160339,0,,unpaid,,1690189121245,2023-07-14T06:45:05.358Z,Illinois Institute of Technology,dgdfg,,,,BGDF0CK,,1690189120946,1690189120946,,,,,TRUE,,,,,,,,Testing,,1689317105358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010SPS67A5HA7VHC78G,,0,,,,,,,1692881527329,,,,Engagement,,,,,,,,,,,,,,,,,,,,,1692868033036,,,,,,,"{'""code'"":'""Q6V5P4M'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#e4a555ac-ca4e-403e-b54f-52ddb484a238,Learner#0000000010JCMANGKGMTJGBTFA,,,1030,1696501791690,0,,unpaid,,1696501791699,2023-10-05T05:21:31.477Z,Social Media,r,,,,BMPQCY0,,,,,,,,TRUE,,,,,,,,yes,,1696483291478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#8d4c12bb-211d-459f-8b2d-653095f9b529,Learner#0000000010QSF6ES2KRKAHZSD3,,,1010,,0,,unpaid,,1709213780972,2024-02-29T13:36:20.972Z,Social Media,,,,,BJ7XAC0,,,,,Team Compete 1709213760102,TW9RGMJ,111111,TRUE,,manual,,,,,,,,1709213780972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7a0d878c-2e99-40f5-837f-14a99cba1ab4,Learner#000000001061K4KM100V34NRRT,BHVOHMH,,1070,1759317791866,0,,unpaid,,1759317792805,2025-09-18T07:35:34.709Z,Social Media,Strong application,,,,BHVOHMH,,,,,,,,TRUE,,,,,,,,For Learning Purpose,,1758180934709,,WorkItem#0000000010RQEZ2ZE8W55735JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010EA69WR878637MSH9,,,1030,1759406772153,0,,unpaid,,1759406772194,2025-10-02T12:05:54.690Z,Social Media,Lack of clarity regarding skills for the internship,,,,B5KVGSC,,,,,,,,TRUE,,,,,,,,I want to apply because this internship aligns with my career goals.I am interested in this internship as it closely aligns with my long-term career aspirations.I am interested in this internship as it closely aligns with my long-term career aspirations.I am interested in this internship as it closely aligns with my long-term career aspirations.,,1759406754690,,WorkItem#0000000010TZXDJFDC2MRD8XT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010RZK3ESWXXCFGZP7D,BD37DCB,,1070,1746701054176,0,,unpaid,,1746701058024,2025-04-22T12:51:35.303Z,Social Media,ok,,,,BD37DCB,,,,,,,For Learning Purpose,TRUE,,,,,,,,,,1745326295303,http://localhost:60311/user-profile/personal-information,WorkItem#0000000010EMPVRDBNB0J6JBGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#4e833f6f-32da-41ba-9f41-66cef6d36d31,Learner#000000000GZGGP7MHN0AX79GAV,,,1080,2022-10-21T10.22.14.476Z,0,,unpaid,TRUE,,2022-10-21T10:13:46.555Z,Google Search,,,,,,QF9CXU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#182b00e9-b690-48b9-885e-d083d6cc03e9,Learner#0000000010EA69WR878637MSH9,,,1010,,0,,unpaid,,1760621413125,2025-10-16T13:30:13.123Z,Saint Louis University,,,,,B5KVGSC,,,,,team excelerate,TJ756UV,,TRUE,,automatic,,,,,,sdfksnvv,,1760621413125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010FH8MF39F4MYH2SN8,,0,,,,,,,1695303083516,,,,Masterclass,,,,,,,,,,,,,,,,,,,,,1695303083516,,,,,,,"{'""code'"":'""Q0AOQ3S'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#823ea2cd-9e2b-4253-aad4-a581b462da3b,Learner#000000000GZGGP7MHN0AX79GAV,B526432,,1070,1690191420864,0,,unpaid,TRUE,1690191423599,2023-07-24T09:36:23.786Z,Illinois Tech,dede,,,,B526432,,,,,,,,,,,,,,,,,,1690191383786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#b20d1870-25e8-4b99-b783-58a358cbba74,Learner#000000000GZGGP7MHN0AX79GAV,B526432,,1080,,0,,unpaid,TRUE,,2023-01-25T12:00:04.771Z,Social Media,,,,,B526432,54CUG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010SPV1YXHET13GV10T,,0,,,,,,,1742447410221,,,,Course,,,,,,,,,,,,,,,,,,,,,1742447410221,,WorkItem#0000000010MW2YJHD5M4AHA41X,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000104FWY97F1ECZT7CY0,,0,,,,,,,1709117317746,,,,Engagement,,,,,,,,,,,,,,,,,,,,,1709117317746,,WorkItem#000000001032HDP675WFD2RQY3,,,,,"'""ans_type'"":'""number'""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6375d748-302f-41cb-a5b0-4124e818a8aa,Learner#00000000104G9QFHECKMCD2A2F,,,1010,,0,,unpaid,TRUE,1741344557321,2025-03-07T10:49:17.321Z,Google Search,,,,,BNNFH3K,,,,,,,,,,,,,,,,,,1741344557321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#f9f52ded-a970-4700-830a-c13df19749e6,Learner#0000000010Y7WBRJWPHFQMEYNY,,,1010,,0,,unpaid,TRUE,1741591607509,2025-03-10T07:26:47.509Z,social Media,,,,,B3RF0CV,,,,,,,,,,,,,,,,,,1741591607509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
